Type,ID,Title,Keyword,Associated Commits,Files
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,3769c923c72e46f4441410809d54d118b4224f17,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,c18ca2d5f15a2c8da1af87d5720e72de13e0babb,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,240d1a9bddc60bb8c9376b74d999656101e6bfc5,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,1e691408dc69aea6ce179d1fc86c42488afb2b42,"jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,e0f90bbe07358cb5b3401321b49041a9e461d262,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,c843b2fe2c275758218fa362dfcc57eb6d8f11ad,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,97b616a96b17356b4ef34a809b7b18049f472fbe,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2963,JSON.stringify with replacer = Array causes segmentation fault,overflow,4a9e1858402e70aa5a96bed4a7c4e8dde81c70e8,".travis.yml, jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/jcontext/jcontext.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2190.js, tests/jerry/regression-test-issue-2258-2963.js, tests/jerry/regression-test-issue-2448.js, tests/jerry/stack-limit.js, tools/build.py, tools/run-tests.py"
Issue,2957,Regular object can only capture 567 bytes buffer.,overflow,,
Issue,2954,Refactor memory management,access,ff22634e27602d0bae6bc40e32f24259410f0a36,"docs/02.API-REFERENCE.md, docs/10.EXT-REFERENCE-HANDLER.md, docs/14.EXT-REFERENCE-HANDLE-SCOPE.md, jerry-core/api/jerry.c, jerry-core/ecma/base/ecma-gc.c, jerry-core/ecma/base/ecma-gc.h, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/include/jerryscript-core.h, jerry-core/jcontext/jcontext.h, jerry-core/jmem/jmem-allocator-internal.h, jerry-core/jmem/jmem-allocator.c, jerry-core/jmem/jmem-heap.c, jerry-core/jmem/jmem-poolman.c, jerry-core/jmem/jmem.h, jerry-ext/handler/handler-gc.c, tests/unit-core/test-api.c, tests/unit-core/test-heap.c, tests/unit-core/test-objects-foreach.c, tests/unit-ext/test-ext-autorelease.c, tests/unit-ext/test-ext-handle-scope-escape.c, tests/unit-ext/test-ext-handle-scope-handle-prelist-escape.c, tests/unit-ext/test-ext-handle-scope-handle-prelist.c, tests/unit-ext/test-ext-handle-scope-nested.c, tests/unit-ext/test-ext-handle-scope-remove.c, tests/unit-ext/test-ext-handle-scope-root.c, tests/unit-ext/test-ext-handle-scope.c"
Issue,2950,heap-buffer-overflow  in ecma_op_container_iterator_next,overflow,3b7112c645c376c327883a259d4475c13638c528,"jerry-core/ecma/operations/ecma-container-object.c, tests/jerry/es2015/regression-test-issue-2950.js"
Issue,2950,heap-buffer-overflow  in ecma_op_container_iterator_next,overflow,ce0322e636375d6469494015590f668324121a91,"jerry-core/ecma/operations/ecma-container-object.c, tests/jerry/es2015/regression-test-issue-2950.js"
Issue,2950,heap-buffer-overflow  in ecma_op_container_iterator_next,overflow,5c5a95ca7d2aa1497557da7aa3af55008a2d4012,"jerry-core/ecma/operations/ecma-container-object.c, tests/jerry/es2015/regression-test-issue-2950.js"
Issue,2950,heap-buffer-overflow  in ecma_op_container_iterator_next,overflow,a3cd2d7ff62128992f34c371feebea41ec926ea4,"jerry-core/ecma/operations/ecma-container-object.c, tests/jerry/es2015/regression-test-issue-2950.js"
Issue,2949,problem about regular expression,exception,,
Issue,2948,heap-buffer-overflow in ecma_string_copy_to_cesu8_buffer,overflow,2b79278d6110ae14f7c13c9c258ebd27517449f4,"jerry-core/ecma/builtin-objects/ecma-builtin-string-prototype.c, tests/jerry/es2015/regression-test-issue-2948.js"
Issue,2948,heap-buffer-overflow in ecma_string_copy_to_cesu8_buffer,overflow,e6cfe2ba4efce98921c7e0127d41244e8fe7d5c0,"jerry-core/ecma/builtin-objects/ecma-builtin-string-prototype.c, tests/jerry/es2015/regression-test-issue-2948.js"
Issue,2948,heap-buffer-overflow in ecma_string_copy_to_cesu8_buffer,overflow,06000b5161c02ead93202dafddfc09f0c1453c7f,"jerry-core/ecma/builtin-objects/ecma-builtin-string-prototype.c, tests/jerry/es2015/regression-test-issue-2948.js"
Issue,2942,Add pull request template,ensure,d22f6b451ba5745ade67335ab838c0ecde9b9df4,.github/pull_request_template.md
Issue,2940,Add issue template for bug reports,issue,b137942ea71e8868dff2cbc75b3b17ed8cdc48b5,.github/ISSUE_TEMPLATE/bug_report.md
Issue,2937,Expression c++ is not recognized correctly,exception,19a8acd4b7e13127afd919f2ec038de2a029c268,"jerry-core/parser/js/js-parser-expr.c, tests/jerry/regression-test-issue-2937.js"
Issue,2937,Expression c++ is not recognized correctly,exception,cdf43edbb4ad960572b3195c5ae1fb33afb16c9a,"jerry-core/parser/js/js-parser-expr.c, tests/jerry/regression-test-issue-2937.js"
Issue,2937,Expression c++ is not recognized correctly,exception,8766bb3b379a26ca21014ca7412c0100fc1853ae,"jerry-core/parser/js/js-parser-expr.c, tests/jerry/regression-test-issue-2937.js"
Issue,2935,Limit the call stack size for native/builtin functions as well,overflow,e902b870aac8f9243b855ab2207428b88179c2a5,"jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/jcontext/jcontext.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2905.js, tests/jerry/vm-recursion-limit.js, tools/build.py, tools/run-tests.py"
Issue,2930,Strange performance issue,issue,,
Issue,2928,Fix implicit integer conversion reported by Clang 8,issue,de71fe4f7149749de611f7a2181f03ac720ad3e2,jerry-core/ecma/operations/ecma-container-object.c
Issue,2924,jerryscript.net - invalid SSL certificate,issue,,
Issue,2922,Fix buffer-overflow in ecma_op_typedarray_set_with_typedarray,overflow,1ea77cc490bc476755d9f1cea34b3e410eeaf45f,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2917,Ensure that the constructed object in [[Set]] operation with primitive base cannot be extensible,ensure,44b21de7fc187bba6cb02aebf705f630bab4857b,"jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2914.js"
Issue,2916,Improve libfuzz integration,prevent,8ee8bc2767abb552fc613972e296bd7cf4fc5b56,"CMakeLists.txt, docs/01.GETTING-STARTED.md, jerry-main/CMakeLists.txt, jerry-main/libfuzzer.c"
Issue,2914,An error should be thrown when defining a property for a read-only variable in strict mode.,exception,d3f6254e856a0053baf84f96c63bee919179e38c,"jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2914.js"
Issue,2914,An error should be thrown when defining a property for a read-only variable in strict mode.,exception,cb192cd62fde89c2927426831d354186e511dadf,"jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2914.js"
Issue,2914,An error should be thrown when defining a property for a read-only variable in strict mode.,exception,46a0caa267f226c3f5396f851220f4f4fd875e04,"jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2914.js"
Issue,2914,An error should be thrown when defining a property for a read-only variable in strict mode.,exception,44b21de7fc187bba6cb02aebf705f630bab4857b,"jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2914.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,bd068fdf5a6eb53313cc5bc498e6119992e5ad22,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,a23286a8c6c2a195d15747d48ad17d8ae4331c61,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,ab00f29910e7b9e48add8268abad815a130b89a0,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,941a46d2ad2ae9a5e815f973f4af9f69b0cc990b,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,32943ed06e58b738cfd01319e0abc170e69fa926,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,2f0d50df4c3c7a213d1dd29a4a61b1d876ce0310,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2911,heap-use-after-free  in ecma_find_named_property,overflow,95650993a222abe78d23e88f5680ba91393947b8,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2906,Can Jerry report the Reference error when parsing JS code?,null,,
Issue,2905,The try-catch block is unable to catch the exception?,exception,b757145f518c0af384197f63fcd6dc7ef47d591a,"jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/jcontext/jcontext.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2905.js, tests/jerry/vm-recursion-limit.js, tools/build.py, tools/run-tests.py"
Issue,2905,The try-catch block is unable to catch the exception?,exception,02a1d38333d7a29a9d29c751b2ffbe048daf9a0d,"jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/jcontext/jcontext.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2905.js, tests/jerry/vm-recursion-limit.js, tools/build.py, tools/run-tests.py"
Issue,2905,The try-catch block is unable to catch the exception?,exception,e902b870aac8f9243b855ab2207428b88179c2a5,"jerry-core/CMakeLists.txt, jerry-core/config.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/jcontext/jcontext.h, jerry-core/vm/vm.c, tests/jerry/regression-test-issue-2905.js, tests/jerry/vm-recursion-limit.js, tools/build.py, tools/run-tests.py"
Issue,2903,Rework usages/naming of configuration macros [part 2],issue,01ecc7bb7bb7dffb1e620ae6e6e929dc6fb73b40,"docs/02.API-REFERENCE.md, docs/04.INTERNALS.md, docs/05.PORT-API.md, jerry-core/CMakeLists.txt, jerry-core/api/jerry-snapshot.c, jerry-core/api/jerry.c, jerry-core/config.h, jerry-core/debugger/debugger.c, jerry-core/ecma/base/ecma-alloc.c, jerry-core/ecma/base/ecma-gc.c, jerry-core/ecma/base/ecma-globals.h, jerry-core/ecma/base/ecma-helpers.c, jerry-core/ecma/base/ecma-helpers.h, jerry-core/ecma/base/ecma-init-finalize.c, jerry-core/ecma/base/ecma-lcache.c, jerry-core/ecma/base/ecma-lcache.h, jerry-core/ecma/base/ecma-literal-storage.c, jerry-core/ecma/base/ecma-literal-storage.h, jerry-core/ecma/base/ecma-property-hashmap.c, jerry-core/ecma/base/ecma-property-hashmap.h, jerry-core/ecma/builtin-objects/ecma-builtin-function.c, jerry-core/ecma/operations/ecma-eval.c, jerry-core/ecma/operations/ecma-exceptions.c, jerry-core/ecma/operations/ecma-exceptions.h, jerry-core/ecma/operations/ecma-function-object.c, jerry-core/ecma/operations/ecma-get-put-value.c, jerry-core/ecma/operations/ecma-objects-general.c, jerry-core/ecma/operations/ecma-reference.c, jerry-core/ecma/operations/ecma-regexp-object.c, jerry-core/ecma/operations/ecma-regexp-object.h, jerry-core/include/jerryscript-compiler.h, jerry-core/include/jerryscript-port.h, jerry-core/jcontext/jcontext.c, jerry-core/jcontext/jcontext.h, jerry-core/jmem/jmem-allocator-internal.h, jerry-core/jmem/jmem-allocator.c, jerry-core/jmem/jmem-heap.c, jerry-core/jmem/jmem-poolman.c, jerry-core/jmem/jmem.h, jerry-core/jrt/jrt.h, jerry-core/lit/lit-magic-strings.c, jerry-core/lit/lit-unicode-conversions.inc.h, jerry-core/lit/lit-unicode-ranges.inc.h, jerry-core/parser/js/byte-code.c, jerry-core/parser/js/byte-code.h, jerry-core/parser/js/common.c, jerry-core/parser/js/common.h, jerry-core/parser/js/js-lexer.c, jerry-core/parser/js/js-parser-expr.c, jerry-core/parser/js/js-parser-internal.h, jerry-core/parser/js/js-parser-limits.h, jerry-core/parser/js/js-parser-mem.c, jerry-core/parser/js/js-parser-scanner.c, jerry-core/parser/js/js-parser-statm.c, jerry-core/parser/js/js-parser-util.c, jerry-core/parser/js/js-parser.c, jerry-core/parser/js/js-parser.h, jerry-core/parser/regexp/re-bytecode.c, jerry-core/parser/regexp/re-bytecode.h, jerry-core/parser/regexp/re-compiler.c, jerry-core/parser/regexp/re-compiler.h, jerry-core/vm/vm-defines.h, jerry-core/vm/vm-utils.c, jerry-core/vm/vm.c, jerry-core/vm/vm.h, jerry-main/main-unix-snapshot.c, jerry-main/main-unix.c, targets/curie_bsp/setup.py, targets/esp8266/Makefile.esp8266, targets/esp8266/readme.md, targets/mbedos5/Makefile, targets/particle/Makefile.particle, targets/riot-stm32f4/Makefile.riot, targets/tizenrt-artik053/Makefile.tizenrt, targets/zephyr/Makefile.zephyr, tools/build.py, tools/gen-unicode.py"
Issue,2903,Rework usages/naming of configuration macros [part 2],issue,0695f43c7e6d36f7309c1efe19aff29ffe57e0cb,"jerry-core/vm/vm-defines.h, jerry-core/vm/vm.c"
Issue,2903,Rework usages/naming of configuration macros [part 2],issue,8b459d9643b20660263bdf68080ee8d51e5b3af6,"jerry-core/vm/vm-defines.h, jerry-core/vm/vm.c"
Issue,2903,Rework usages/naming of configuration macros [part 2],issue,7aa4a0a7be2f03fb2d1f5cafbfef5151fea473ff,jerry-core/include/jerryscript-compiler.h
Issue,2903,Rework usages/naming of configuration macros [part 2],issue,83f9c38ed148a583ef34ea89047dd0e3bdecb37e,jerry-core/include/jerryscript-compiler.h
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,bd068fdf5a6eb53313cc5bc498e6119992e5ad22,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,a23286a8c6c2a195d15747d48ad17d8ae4331c61,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,ab00f29910e7b9e48add8268abad815a130b89a0,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,941a46d2ad2ae9a5e815f973f4af9f69b0cc990b,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,32943ed06e58b738cfd01319e0abc170e69fa926,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,2f0d50df4c3c7a213d1dd29a4a61b1d876ce0310,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2895,heap-use-after-free  in ecma_ref_object,overflow,95650993a222abe78d23e88f5680ba91393947b8,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2895.js, tests/jerry/es2015/regression-test-issue-2911.js"
Issue,2890,Fix rounding issue in ecma_utf8_string_to_number,issue,b6fc4e13ae882d297d3b9768e7bb0f2de9c43cfc,"jerry-core/ecma/base/ecma-helpers-conversion.c, tests/jerry/arithmetics-bignums.js, tests/jerry/regression-test-issue-2802.js"
Issue,2889,Question about native pointer.,leak,d8ac7144cdbd45d7a2b9b5f2b7572263a2278849,"docs/02.API-REFERENCE.md, jerry-core/ecma/base/ecma-gc.c"
Issue,2889,Question about native pointer.,leak,bfc176b3d1a4365d4a4a77443ac7bd46d88b0e1d,"docs/02.API-REFERENCE.md, jerry-core/ecma/base/ecma-gc.c"
Issue,2889,Question about native pointer.,leak,f91ea19088fae04f5b0b66d179e1168b783afcfe,"docs/02.API-REFERENCE.md, jerry-core/ecma/base/ecma-gc.c"
Issue,2889,Question about native pointer.,leak,8a9dce2ed0facca514344d7792742d870cb2cbc6,"docs/02.API-REFERENCE.md, jerry-core/api/jerry.c, jerry-core/ecma/base/ecma-gc.c"
Issue,2889,Question about native pointer.,leak,a72d14f5755696e0c81ffd35ac971b0c795c715b,"docs/02.API-REFERENCE.md, jerry-core/api/jerry.c, jerry-core/ecma/base/ecma-gc.c"
Issue,2880,Assigning a native pointer to an object - individually.,null,,
Issue,2877,Suggestion: jerryscript-ext/module.h - Improve built-in modules,null,,
Issue,2869,"jerry-snapshot: Crashes with SIGSEV, out of bounds memory",exception,a81ecf48f09871ffcf0684a240d6f1c36560f793,jerry-main/main-unix-snapshot.c
Issue,2869,"jerry-snapshot: Crashes with SIGSEV, out of bounds memory",exception,6dc72edab9e96a3405a4343d2883821997e552ec,"jerry-main/main-unix-snapshot.c, jerry-main/main-unix.c"
Issue,2869,"jerry-snapshot: Crashes with SIGSEV, out of bounds memory",exception,76a1fc567458ba61601795c4b70140ae331c5467,"jerry-main/main-unix-snapshot.c, jerry-main/main-unix.c"
Issue,2868,Jerryscript performance issue,issue,,
Issue,2864,Add NuttX specific port implementation.,issue,57f08ee70e983d6f4eaec715da912ba132ecb9a0,"targets/nuttx-stm32f4/Makefile, targets/nuttx-stm32f4/Makefile.travis, targets/nuttx-stm32f4/jerry_main.c, targets/nuttx-stm32f4/jerry_port.c"
Issue,2859,Clear top module context after local variables have been imported,failure,3ec6b68063a8b39e0b3c917614df6ce8c81f358d,"jerry-core/vm/vm.c, tests/jerry/es2015/module-import-04.js"
Issue,2853,Assertion 'property_p != NULL' failed in ecma_op_map_foreach,null,4c0a237411ab69949fbfed049e9abff8fd98d555,"jerry-core/ecma/operations/ecma-map-object.c, tests/jerry/es2015/regression-test-issue-2852.js, tests/jerry/es2015/regression-test-issue-2853.js"
Issue,2853,Assertion 'property_p != NULL' failed in ecma_op_map_foreach,null,2d1ad149c160f4442394d53f7bb8d71818bb442a,"jerry-core/ecma/operations/ecma-map-object.c, tests/jerry/es2015/regression-test-issue-2852.js, tests/jerry/es2015/regression-test-issue-2853.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,98450ed9c1e7a5c6de581a77259538459726579a,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,5363986aa267e0d5829dea5cb9e52219439521b7,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,3407cf62cb9e9367d9320ed10e94e7e35f329bb0,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,5b4b393a99396dd857f6238aa4ef247ac43fb3dd,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,0d373748c73993b7e075d5e795d181a57face28b,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2851, heap-buffer-overflow in ecma_get_typedarray_element,overflow,1ea77cc490bc476755d9f1cea34b3e410eeaf45f,"jerry-core/ecma/builtin-objects/typedarray/ecma-builtin-typedarray-prototype.c, tests/jerry/es2015/regression-test-issue-2851.js"
Issue,2850,heap-use-after-free in ecma_is_lexical_environment,overflow,78d883ab61ec5de5cdf219f0cc4cf56f9653cb7b,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2848.js, tests/jerry/es2015/regression-test-issue-2850.js"
Issue,2848,heap-use-after-free in ecma_builtin_dataview_prototype_object_getters,overflow,284160615b3707947aba8d1e3b971d0cc5b564f4,"jerry-core/ecma/base/ecma-gc.c, jerry-core/ecma/operations/ecma-dataview-object.c, tests/jerry/es2015/regression-test-issue-2848.js"
Issue,2848,heap-use-after-free in ecma_builtin_dataview_prototype_object_getters,overflow,78d883ab61ec5de5cdf219f0cc4cf56f9653cb7b,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2848.js, tests/jerry/es2015/regression-test-issue-2850.js"
Issue,2848,heap-use-after-free in ecma_builtin_dataview_prototype_object_getters,overflow,eb993d57ed9fcebabf469bd664a9b657b22f56eb,"jerry-core/ecma/base/ecma-gc.c, tests/jerry/es2015/regression-test-issue-2848.js, tests/jerry/es2015/regression-test-issue-2850.js"
Issue,2847,Community Invitation to the OpenJS Collaborator Summit + Info,password,,
Issue,2842,heap-use-after-free in parser_parse_export_statement,access,d9bad670ddcc59b7a6b233a1514eb17e0b08058b,"jerry-core/parser/js/js-lexer.c, jerry-core/parser/js/js-parser-expr.c, jerry-core/parser/js/js-parser-internal.h, jerry-core/parser/js/js-parser-statm.c, tests/jerry/fail/module-031.js, tests/jerry/regression-test-issue-2842.js"
